trace_id,test_id,category,meta_category,success,total_input_tokens,total_output_tokens,total_thinking_tokens,avg_input_tokens_per_step,avg_output_tokens_per_step,avg_thinking_tokens_per_step,total_llm_latency_sec,step_count,turn_count,error,runtime_error_count,tool_error_count,tool_call_count,avg_tool_calls_per_turn,redundant_tool_calls,context_growth_total,avg_context_growth_per_turn,avg_context_growth_per_step,self_corrected_runtime,self_corrected_tool,avg_input_tokens_per_turn,avg_output_tokens_per_turn,avg_thinking_tokens_per_turn,avg_llm_latency_per_turn_sec,avg_llm_latency_per_step_sec,total_cost
80166fad8810d314e491edb5464d0f39,multi_turn_miss_func_169,multi_turn_miss_func,multi_turn,0,89007,404,0,12715.285714285714,57.714285714285715,0.0,44.029999999999994,7,3,0,0,0,4,1.3333333333333333,1,779,389.5,129.83333333333334,0,0,29669.0,134.66666666666666,0.0,14.676666666666664,6.289999999999999,0
83218840fcd1ae5e6c0719e91ca5ff74,multi_turn_miss_func_193,multi_turn_miss_func,multi_turn,0,135597,351,0,13559.7,35.1,0.0,46.488,10,5,0,0,0,5,1.0,0,920,230.0,102.22222222222223,0,0,27119.4,70.2,0.0,9.2976,4.6488,0
861817fa604ef0e6d4fc67916d876432,multi_turn_miss_func_164,multi_turn_miss_func,multi_turn,0,82331,752,0,9147.888888888889,83.55555555555556,0.0,73.929,9,5,0,0,0,5,1.0,1,1257,314.25,157.125,0,0,16466.2,150.4,0.0,14.7858,8.214333333333334,0
8bd67e5147ece0df973e7af1a352fbb2,multi_turn_miss_func_171,multi_turn_miss_func,multi_turn,0,127906,1378,0,12790.6,137.8,0.0,115.40500000000002,10,4,0,0,0,7,1.75,0,1598,532.6666666666666,177.55555555555554,0,0,31976.5,344.5,0.0,28.851250000000004,11.540500000000002,0
91375d3e83768278b580c3b8329c330a,multi_turn_miss_func_196,multi_turn_miss_func,multi_turn,0,174524,683,0,13424.923076923076,52.53846153846154,0.0,43.272999999999996,13,6,0,0,0,7,1.1666666666666667,0,1282,256.4,106.83333333333333,0,0,29087.333333333332,113.83333333333333,0.0,7.212166666666666,3.3286923076923074,0
916d2cee4b4b6ea8b29733c521851669,multi_turn_miss_func_184,multi_turn_miss_func,multi_turn,0,131163,485,0,13116.3,48.5,0.0,43.391,10,7,0,0,0,3,0.42857142857142855,0,1034,172.33333333333334,114.88888888888889,0,0,18737.571428571428,69.28571428571429,0.0,6.198714285714286,4.3391,0
99fa7cfac046af17439b96f0fbd31ad1,multi_turn_miss_func_134,multi_turn_miss_func,multi_turn,0,145405,440,0,13218.636363636364,40.0,0.0,52.10300000000001,11,4,0,0,0,7,1.75,1,925,308.3333333333333,92.5,0,0,36351.25,110.0,0.0,13.025750000000002,4.736636363636364,0
9e39d09bd6e57a595e933bd32c0d5205,multi_turn_miss_func_190,multi_turn_miss_func,multi_turn,0,132864,564,0,13286.4,56.4,0.0,60.184999999999995,10,6,0,0,0,4,0.6666666666666666,0,997,199.4,110.77777777777777,0,0,22144.0,94.0,0.0,10.030833333333332,6.0184999999999995,0
a378a70ed98396e88beb07da169f1fad,multi_turn_miss_func_192,multi_turn_miss_func,multi_turn,0,100115,287,0,9101.363636363636,26.09090909090909,0.0,35.474000000000004,11,6,0,0,0,6,1.0,1,965,193.0,96.5,0,0,16685.833333333332,47.833333333333336,0.0,5.912333333333334,3.224909090909091,0
a642fafa61d076caaab8e1e587220b8f,multi_turn_miss_func_150,multi_turn_miss_func,multi_turn,0,57376,176,0,9562.666666666666,29.333333333333332,0.0,19.077,6,3,0,0,0,4,1.3333333333333333,1,449,224.5,89.8,0,0,19125.333333333332,58.666666666666664,0.0,6.359000000000001,3.1795000000000004,0
a968306f7b4dcc8ffc8a361c48d54270,multi_turn_miss_func_157,multi_turn_miss_func,multi_turn,0,107532,264,0,15361.714285714286,37.714285714285715,0.0,33.674,7,4,0,0,0,3,0.75,0,628,209.33333333333334,104.66666666666667,0,0,26883.0,66.0,0.0,8.4185,4.8105714285714285,0
ac9832c4e72de868f6b2c427b9fecaea,multi_turn_miss_func_139,multi_turn_miss_func,multi_turn,0,170066,243,0,13082.0,18.692307692307693,0.0,41.00900000000001,13,3,0,0,0,10,3.3333333333333335,7,610,305.0,50.833333333333336,0,0,56688.666666666664,81.0,0.0,13.66966666666667,3.154538461538462,0
aec9ce9313a9c8de0748b8fdeb088e1a,multi_turn_miss_func_179,multi_turn_miss_func,multi_turn,0,48264,692,0,9652.8,138.4,0.0,54.626999999999995,5,5,0,0,0,0,0.0,0,930,232.5,232.5,0,0,9652.8,138.4,0.0,10.9254,10.9254,0
b20d8ed12138e8af48547da9c33e1367,multi_turn_miss_func_195,multi_turn_miss_func,multi_turn,0,133969,344,0,14885.444444444445,38.22222222222222,0.0,39.005,9,5,0,0,0,4,0.8,0,667,166.75,83.375,0,0,26793.8,68.8,0.0,7.801,4.33388888888889,0
b81b7f3b116b9cf808295cbd5fbfef81,multi_turn_miss_func_156,multi_turn_miss_func,multi_turn,0,164676,536,0,13723.0,44.666666666666664,0.0,68.246,12,6,0,0,0,7,1.1666666666666667,0,1148,229.6,104.36363636363636,0,0,27446.0,89.33333333333333,0.0,11.374333333333333,5.687166666666666,0
b89eaf75d532cca83e48744e8d247ec8,multi_turn_miss_func_174,multi_turn_miss_func,multi_turn,0,140192,1046,0,15576.888888888889,116.22222222222223,0.0,92.10300000000001,9,6,0,0,0,3,0.5,0,1619,323.8,202.375,0,0,23365.333333333332,174.33333333333334,0.0,15.350500000000002,10.233666666666668,0
ba7220089533faaee84ecf39240d5071,multi_turn_miss_func_163,multi_turn_miss_func,multi_turn,0,45250,436,0,9050.0,87.2,0.0,44.805,5,3,0,0,0,2,0.6666666666666666,0,785,392.5,196.25,0,0,15083.333333333334,145.33333333333334,0.0,14.935,8.961,0
bbaf1313c14684662055196332a01dfd,multi_turn_miss_func_131,multi_turn_miss_func,multi_turn,0,177046,785,0,11065.375,49.0625,0.0,82.232,16,8,0,0,0,8,1.0,0,1375,196.42857142857142,91.66666666666667,0,0,22130.75,98.125,0.0,10.279,5.1395,0
bd0c647e8e95cb88339881b3b5f094d3,multi_turn_miss_func_143,multi_turn_miss_func,multi_turn,0,105942,182,0,10594.2,18.2,0.0,28.849000000000004,10,5,0,0,0,5,1.0,1,656,164.0,72.88888888888889,0,0,21188.4,36.4,0.0,5.769800000000001,2.8849000000000005,0
cc3319b07485212f1955de9109544de0,multi_turn_miss_func_158,multi_turn_miss_func,multi_turn,0,63043,201,0,9006.142857142857,28.714285714285715,0.0,27.184,7,4,0,0,0,3,0.75,0,688,229.33333333333334,114.66666666666667,0,0,15760.75,50.25,0.0,6.796,3.8834285714285715,0
ccabddcbda2976def0c4b5501dcf5e38,multi_turn_miss_func_185,multi_turn_miss_func,multi_turn,0,103542,1175,0,12942.75,146.875,0.0,96.38499999999998,8,4,0,0,0,4,1.0,0,1079,359.6666666666667,154.14285714285714,0,0,25885.5,293.75,0.0,24.096249999999994,12.048124999999997,0
d46d2da33f7069b902acb0be4c05fb21,multi_turn_miss_func_199,multi_turn_miss_func,multi_turn,0,198290,1295,0,13219.333333333334,86.33333333333333,0.0,41.61599999999999,15,6,0,0,0,9,1.5,1,1428,285.6,102.0,0,0,33048.333333333336,215.83333333333334,0.0,6.935999999999999,2.7743999999999995,0
e1ed79b71797d600afe4ae11374905f2,multi_turn_miss_func_142,multi_turn_miss_func,multi_turn,0,97431,496,0,7494.692307692308,38.15384615384615,0.0,56.76,13,6,0,0,0,7,1.1666666666666667,1,955,191.0,79.58333333333333,0,0,16238.5,82.66666666666667,0.0,9.459999999999999,4.366153846153846,0
e4ab4048033c936458a6f35e72a4e161,multi_turn_miss_func_176,multi_turn_miss_func,multi_turn,0,64073,453,0,12814.6,90.6,0.0,40.873000000000005,5,3,0,0,0,3,1.0,0,885,442.5,221.25,0,0,21357.666666666668,151.0,0.0,13.624333333333334,8.174600000000002,0
e548b8f2393e605e8325e6cb9025461c,multi_turn_miss_func_154,multi_turn_miss_func,multi_turn,0,142309,490,0,12937.181818181818,44.54545454545455,0.0,55.059999999999995,11,6,0,0,0,5,0.8333333333333334,0,859,171.8,85.9,0,0,23718.166666666668,81.66666666666667,0.0,9.176666666666666,5.005454545454545,0
e9c139f41cc278d5540b4cb00f1e0cfa,multi_turn_miss_func_181,multi_turn_miss_func,multi_turn,0,115572,341,0,12841.333333333334,37.888888888888886,0.0,30.317999999999998,9,6,0,0,0,4,0.6666666666666666,0,960,192.0,120.0,0,0,19262.0,56.833333333333336,0.0,5.053,3.3686666666666665,0
ed392b34d88db18f0a869a0b072aee9a,multi_turn_miss_func_183,multi_turn_miss_func,multi_turn,0,155628,383,0,15562.8,38.3,0.0,37.751999999999995,10,7,0,0,0,4,0.5714285714285714,0,924,154.0,102.66666666666667,0,0,22232.571428571428,54.714285714285715,0.0,5.393142857142856,3.7751999999999994,0
ef8750e3db89297f92f3ac1d63acc390,multi_turn_miss_func_180,multi_turn_miss_func,multi_turn,0,110633,1288,0,13829.125,161.0,0.0,103.24,8,7,0,0,0,1,0.14285714285714285,0,1403,233.83333333333334,200.42857142857142,0,0,15804.714285714286,184.0,0.0,14.748571428571427,12.905,0
f41c6a128b54a981e70042a19bb35ded,multi_turn_miss_func_175,multi_turn_miss_func,multi_turn,0,124257,278,0,15532.125,34.75,0.0,39.741,8,3,0,0,0,5,1.6666666666666667,0,703,351.5,100.42857142857143,0,0,41419.0,92.66666666666667,0.0,13.247,4.967625,0
f65ec10df83a75d3a7a2cc4970958590,multi_turn_miss_func_148,multi_turn_miss_func,multi_turn,0,98318,380,0,10924.222222222223,42.22222222222222,0.0,42.19499999999999,9,6,0,0,0,3,0.5,0,767,153.4,95.875,0,0,16386.333333333332,63.333333333333336,0.0,7.032499999999999,4.688333333333333,0
fca80fdfa101a1a76e16c4b6dd54b226,multi_turn_miss_func_144,multi_turn_miss_func,multi_turn,0,103792,324,0,12974.0,40.5,0.0,38.821000000000005,8,3,0,0,0,5,1.6666666666666667,0,606,303.0,86.57142857142857,0,0,34597.333333333336,108.0,0.0,12.940333333333335,4.852625000000001,0
ffabb620a65868f2b095fcee57aad691,multi_turn_miss_func_149,multi_turn_miss_func,multi_turn,0,116960,373,0,10632.727272727272,33.90909090909091,0.0,43.792,11,6,0,0,0,6,1.0,0,819,163.8,81.9,0,0,19493.333333333332,62.166666666666664,0.0,7.298666666666667,3.9810909090909092,0
00526d2e73363634e2e552b0d283c381,multi_turn_base_132,multi_turn_base,multi_turn,0,22502,179,0,7500.666666666667,59.666666666666664,0.0,148.863,3,2,0,0,0,2,1.0,0,280,280.0,140.0,0,0,11251.0,89.5,0.0,74.4315,49.621,0
0186a61a130d5564d4c7dfd32c39494f,multi_turn_base_135,multi_turn_base,multi_turn,1,75918,144,0,7591.8,14.4,0.0,469.93999999999994,10,4,0,0,0,7,1.75,0,533,177.66666666666666,59.22222222222222,0,0,18979.5,36.0,0.0,117.48499999999999,46.99399999999999,0
02ed7817dab6d16e7688d67ba52badc0,multi_turn_miss_param_158,multi_turn_miss_param,multi_turn,0,70212,401,0,10030.285714285714,57.285714285714285,0.0,373.896,7,4,0,0,0,3,0.75,0,656,218.66666666666666,109.33333333333333,0,0,17553.0,100.25,0.0,93.474,53.413714285714285,0
03a1b21267c33694a66bb143b201b491,multi_turn_miss_param_45,multi_turn_miss_param,multi_turn,1,150446,490,0,13676.90909090909,44.54545454545455,0.0,598.2840000000001,11,3,0,0,0,8,2.6666666666666665,4,479,239.5,47.9,0,0,50148.666666666664,163.33333333333334,0.0,199.42800000000003,54.389454545454555,0
04a10cd63ebbaec9846c4dddc02392d4,multi_turn_miss_param_137,multi_turn_miss_param,multi_turn,1,130917,191,0,10909.75,15.916666666666666,0.0,543.0690000000001,12,5,0,0,0,7,1.4,1,625,156.25,56.81818181818182,0,0,26183.4,38.2,0.0,108.61380000000001,45.255750000000006,0
04c3a99444562cc0c93c8d2a0cb3f6fe,multi_turn_miss_param_174,multi_turn_miss_param,multi_turn,0,190512,282,0,15876.0,23.5,0.0,446.716,12,6,0,0,0,6,1.0,0,665,133.0,60.45454545454545,0,0,31752.0,47.0,0.0,74.45266666666667,37.226333333333336,0
05b902a3aec7d6656185934387c31109,multi_turn_base_181,multi_turn_base,multi_turn,1,153280,597,0,13934.545454545454,54.27272727272727,0.0,635.2829999999999,11,5,0,0,0,7,1.4,0,991,247.75,99.1,0,0,30656.0,119.4,0.0,127.05659999999997,57.75299999999999,0
0815d806202c7e79759943b781897ad0,multi_turn_miss_param_121,multi_turn_miss_param,multi_turn,0,76125,187,0,7612.5,18.7,0.0,487.039,10,5,0,0,0,5,1.0,0,533,133.25,59.22222222222222,0,0,15225.0,37.4,0.0,97.4078,48.7039,0
085ca7dba429f0dfc01804fcdbd40583,multi_turn_miss_param_173,multi_turn_miss_param,multi_turn,0,95494,425,0,13642.0,60.714285714285715,0.0,360.45700000000005,7,5,0,0,0,3,0.6,0,640,160.0,106.66666666666667,0,0,19098.8,85.0,0.0,72.09140000000001,51.49385714285715,0
0a6e519e66bb483226da903089340a63,multi_turn_base_48,multi_turn_base,multi_turn,0,115866,136,0,11586.6,13.6,0.0,382.42599999999993,10,3,0,0,0,7,2.3333333333333335,2,427,213.5,47.44444444444444,0,0,38622.0,45.333333333333336,0.0,127.47533333333331,38.242599999999996,0
0b01bd41461b07f7c2d07a07e8a7b056,multi_turn_miss_param_88,multi_turn_miss_param,multi_turn,0,140595,166,0,15621.666666666666,18.444444444444443,0.0,438.334,9,4,0,0,0,7,1.75,0,565,188.33333333333334,70.625,0,0,35148.75,41.5,0.0,109.5835,48.70377777777778,0
0b8788702a75fdda45ccd72c9c794cde,multi_turn_base_175,multi_turn_base,multi_turn,1,127088,260,0,15886.0,32.5,0.0,415.731,8,2,0,0,0,6,3.0,0,593,593.0,84.71428571428571,0,0,63544.0,130.0,0.0,207.8655,51.966375,0
0cb4702a8733f3c7a7002fd5c92d2dc3,multi_turn_miss_param_63,multi_turn_miss_param,multi_turn,0,119045,594,0,13227.222222222223,66.0,0.0,516.55,9,4,0,0,0,8,2.0,1,727,242.33333333333334,90.875,0,0,29761.25,148.5,0.0,129.1375,57.39444444444444,0
0cb8374a99b6cf5a4772986a817e0ddb,multi_turn_miss_param_42,multi_turn_miss_param,multi_turn,0,178529,353,0,13733.0,27.153846153846153,0.0,673.214,13,4,0,0,0,9,2.25,3,607,202.33333333333334,50.583333333333336,0,0,44632.25,88.25,0.0,168.3035,51.785692307692315,0
0da4a36664f7887ece445ba0a7452362,multi_turn_base_79,multi_turn_base,multi_turn,0,77963,211,0,9745.375,26.375,0.0,326.73699999999997,8,3,0,0,0,5,1.6666666666666667,2,373,186.5,53.285714285714285,0,0,25987.666666666668,70.33333333333333,0.0,108.91233333333332,40.842124999999996,0
0e0571cca62c87f1cd2a15ac8b8aed3b,multi_turn_base_174,multi_turn_base,multi_turn,0,174506,275,0,15864.181818181818,25.0,0.0,576.356,11,5,0,0,0,6,1.2,0,647,161.75,64.7,0,0,34901.2,55.0,0.0,115.2712,52.396,0
0e546bd724ed1983bfecd958fc7e56ea,multi_turn_base_176,multi_turn_base,multi_turn,0,68285,226,0,13657.0,45.2,0.0,262.459,5,2,0,0,0,4,2.0,0,509,509.0,127.25,0,0,34142.5,113.0,0.0,131.2295,52.4918,0
109727cb9f329d46c9199ec7e90bce2d,multi_turn_miss_param_73,multi_turn_miss_param,multi_turn,0,79235,244,0,9904.375,30.5,0.0,415.83400000000006,8,4,0,0,0,6,1.5,1,587,195.66666666666666,83.85714285714286,0,0,19808.75,61.0,0.0,103.95850000000002,51.97925000000001,0
109c3108eeba2a319e80c3cfd8af1901,multi_turn_miss_param_93,multi_turn_miss_param,multi_turn,0,68675,453,0,9810.714285714286,64.71428571428571,0.0,377.55999999999995,7,4,0,0,0,5,1.25,0,620,206.66666666666666,103.33333333333333,0,0,17168.75,113.25,0.0,94.38999999999999,53.93714285714285,0
112a4c2e8ba46de05d5db49db7697b48,multi_turn_base_49,multi_turn_base,multi_turn,0,151788,385,0,13798.90909090909,35.0,0.0,465.904,11,4,0,0,0,7,1.75,0,716,238.66666666666666,71.6,0,0,37947.0,96.25,0.0,116.476,42.35490909090909,0
1423998f00afea4ca64889539ba25db6,multi_turn_miss_param_83,multi_turn_miss_param,multi_turn,0,97762,95,0,9776.2,9.5,0.0,474.97900000000004,10,4,0,0,0,6,1.5,2,446,148.66666666666666,49.55555555555556,0,0,24440.5,23.75,0.0,118.74475000000001,47.4979,0
14f76a3f3ff7f1ee77c31525437d5a02,multi_turn_base_51,multi_turn_base,multi_turn,0,130803,146,0,13080.3,14.6,0.0,391.334,10,4,0,0,0,6,1.5,0,520,173.33333333333334,57.77777777777778,0,0,32700.75,36.5,0.0,97.8335,39.1334,0
151b731df20ddd0aba486e4a84d02f9d,multi_turn_miss_param_198,multi_turn_miss_param,multi_turn,0,63303,235,0,15825.75,58.75,0.0,201.086,4,2,0,0,0,3,1.5,0,517,517.0,172.33333333333334,0,0,31651.5,117.5,0.0,100.543,50.2715,0
157ed171575aef23065dcb2752cd1577,multi_turn_base_1,multi_turn_base,multi_turn,0,86820,140,0,7892.727272727273,12.727272727272727,0.0,395.85,11,4,0,0,0,8,2.0,1,414,138.0,41.4,0,0,21705.0,35.0,0.0,98.9625,35.98636363636364,0
