trace_id,test_id,category,success,total_input_tokens,total_output_tokens,total_thinking_tokens,avg_input_tokens_per_step,avg_output_tokens_per_step,avg_thinking_tokens_per_step,total_llm_latency_sec,step_count,turn_count,error,runtime_error_count,tool_error_count,tool_call_count,avg_tool_calls_per_turn,redundant_tool_calls,context_growth_total,avg_context_growth_per_turn,avg_context_growth_per_step,self_corrected_runtime,self_corrected_tool,avg_input_tokens_per_turn,avg_output_tokens_per_turn,avg_thinking_tokens_per_turn,avg_llm_latency_per_turn_sec,avg_llm_latency_per_step_sec,total_cost,meta_category,run_id
01d73cfcabb4737c4c0c9235e80bbfe8,live_irrelevance_882-882-0,live_irrelevance,1,3152,491,896,1576.0,245.5,448.0,30.277,2,1,0,0,0,1,1.0,0,556,556.0,556.0,0,0,3152.0,491.0,896.0,30.277,15.1385,0.003562,irrelevance,1
01f3f1a538d1a7304e4ab999d90fc77a,multi_turn_miss_func_155,multi_turn_miss_func,1,24029,582,2368,4004.8333333333335,97.0,394.6666666666667,45.974,6,3,0,0,0,3,1.0,2,1032,516.0,206.4,0,0,8009.666666666667,194.0,789.3333333333334,15.324666666666666,7.662333333333333,0.01190725,multi_turn,1
0200433f01d7b7d2a0c088c4f728ccf7,simple_python_98,simple_python,1,958,52,960,958.0,52.0,960.0,25.034,1,1,0,0,0,1,1.0,0,958,958.0,0.0,0,0,958.0,52.0,960.0,25.034,25.034,0.0022635,single_turn,1
0200656774415df4eae66f3e17b043d9,simple_python_199,simple_python,1,944,48,448,944.0,48.0,448.0,5.417,1,1,0,0,0,1,1.0,0,944,944.0,0.0,0,0,944.0,48.0,448.0,5.417,5.417,0.001228,single_turn,1
020c99a795ac3bd690b703952a6f84b6,multi_turn_base_85,multi_turn_base,0,17150,368,1920,4287.5,92.0,480.0,62.628,4,2,0,0,1,2,1.0,1,372,372.0,124.0,0,0,8575.0,184.0,960.0,31.314,15.657,0.0088635,multi_turn,1
020e0783d376d5705d8ba11099152892,multi_turn_long_context_89,multi_turn_long_context,0,210000,1342,11840,15000.0,95.85714285714286,845.7142857142857,235.22,14,4,0,0,2,10,2.5,9,30955,10318.333333333334,2381.153846153846,0,0,52500.0,335.5,2960.0,58.805,16.80142857142857,0.078864,multi_turn,1
021d8bb86a2f7f959c5a52f5bf88f226,multi_turn_long_context_38,multi_turn_long_context,0,14157,280,2816,3539.25,70.0,704.0,52.615,4,2,0,0,1,2,1.0,1,354,354.0,118.0,0,0,7078.5,140.0,1408.0,26.3075,13.15375,0.0097312499999999,multi_turn,1
02230e4198572d673d03da54ef83a7b8,simple_python_319,simple_python,1,944,48,192,944.0,48.0,192.0,27.876,1,1,0,0,0,1,1.0,0,944,944.0,0.0,0,0,944.0,48.0,192.0,27.876,27.876,0.000716,single_turn,1
023f763e4a9fd2a9ce98becfb8982861,simple_python_188,simple_python,1,957,50,384,957.0,50.0,384.0,10.939,1,1,0,0,0,1,1.0,0,957,957.0,0.0,0,0,957.0,50.0,384.0,10.939,10.939,0.00110725,single_turn,1
02444fcf36ddbcf814f6213d2878b152,multi_turn_long_context_3,multi_turn_long_context,1,13823,154,2176,3455.75,38.5,544.0,97.557,4,2,0,0,0,2,1.0,1,303,303.0,101.0,0,0,6911.5,77.0,1088.0,48.7785,24.38925,0.00811575,multi_turn,1
0255f02ef57b52c886731290645c8ec2,multiple_114,multiple,1,1167,54,640,1167.0,54.0,640.0,16.007,1,1,0,0,0,1,1.0,0,1167,1167.0,0.0,0,0,1167.0,54.0,640.0,16.007,16.007,0.0016797499999999,single_turn,1
0284468a88066d5924bd2be6b5d6ee0e,live_multiple_524-151-0,live_multiple,1,1165,52,896,1165.0,52.0,896.0,18.314,1,1,0,0,0,1,1.0,0,1165,1165.0,0.0,0,0,1165.0,52.0,896.0,18.314,18.314,0.00218725,single_turn,1
0289d387b94e93bfb13fa679b3421128,multi_turn_miss_param_150,multi_turn_miss_param,1,24030,339,2432,4005.0,56.5,405.3333333333333,58.913,6,3,0,0,0,3,1.0,2,461,230.5,92.2,0,0,8010.0,113.0,810.6666666666666,19.637666666666664,9.818833333333332,0.0115494999999999,multi_turn,1
029238b31a59b68806f2567737b63367,live_irrelevance_123-9-3,live_irrelevance,1,284,54,704,284.0,54.0,704.0,15.328,1,1,0,0,0,0,0.0,0,284,284.0,0.0,0,0,284.0,54.0,704.0,15.328,15.328,0.0015869999999999,irrelevance,1
02a09dd786c5321de195f6864db4d5ff,simple_python_122,simple_python,1,962,48,320,962.0,48.0,320.0,8.844,1,1,0,0,0,1,1.0,0,962,962.0,0.0,0,0,962.0,48.0,320.0,8.844,8.844,0.0009764999999999,single_turn,1
02a4b3f1157d0eca244403ce79fa4dfc,live_multiple_575-156-1,live_multiple,1,1761,48,512,1761.0,48.0,512.0,11.621,1,1,0,0,0,1,1.0,0,1761,1761.0,0.0,0,0,1761.0,48.0,512.0,11.621,11.621,0.0015602499999999,single_turn,1
02ab6aff645b85bc5cb93b91127b6a24,irrelevance_140,irrelevance,1,947,137,448,947.0,137.0,448.0,11.825,1,1,0,0,0,0,0.0,0,947,947.0,0.0,0,0,947.0,137.0,448.0,11.825,11.825,0.00140675,irrelevance,1
02ade9e541265fc180a2f3172c9a1e47,live_irrelevance_586-182-6,live_irrelevance,1,5249,237,1280,1749.6666666666667,79.0,426.6666666666667,97.451,3,1,0,0,0,2,2.0,1,474,474.0,237.0,0,0,5249.0,237.0,1280.0,97.451,32.48366666666667,0.0043462499999999,irrelevance,1
02ebdadde5d876554231a865b2345530,simple_python_253,simple_python,1,925,55,384,925.0,55.0,384.0,9.603,1,1,0,0,0,1,1.0,0,925,925.0,0.0,0,0,925.0,55.0,384.0,9.603,9.603,0.00110925,single_turn,1
032adb6271f61d49d1665db818e87e64,live_multiple_457-145-8,live_multiple,1,2111,69,576,2111.0,69.0,576.0,13.62,1,1,0,0,0,1,1.0,0,2111,2111.0,0.0,0,0,2111.0,69.0,576.0,13.62,13.62,0.00181775,single_turn,1
03441c16ac53601fa4a0bbf5d103aa35,live_multiple_730-167-1,live_multiple,0,1522,86,832,1522.0,86.0,832.0,17.856,1,1,0,0,0,1,1.0,0,1522,1522.0,0.0,0,0,1522.0,86.0,832.0,17.856,17.856,0.0022164999999999,single_turn,1
034a71eeadeda0b7b2e86bd7fcda9462,live_multiple_1002-232-1,live_multiple,0,1218,58,768,1218.0,58.0,768.0,20.16,1,1,0,0,0,1,1.0,0,1218,1218.0,0.0,0,0,1218.0,58.0,768.0,20.16,20.16,0.0019565,single_turn,1
038e3a418529ba0ee2816d3ae2077507,live_simple_85-46-0,live_simple,1,985,60,832,985.0,60.0,832.0,13.917,1,1,0,0,0,1,1.0,0,985,985.0,0.0,0,0,985.0,60.0,832.0,13.917,13.917,0.00203025,single_turn,1
0390b75a7c6338ed36b1ab8f04a4847f,simple_javascript_20,simple_javascript,0,1042,63,1216,1042.0,63.0,1216.0,43.023,1,1,0,0,0,1,1.0,0,1042,1042.0,0.0,0,0,1042.0,63.0,1216.0,43.023,43.023,0.0028184999999999,single_turn,1
03a7e404300b0e30110f878698119198,live_multiple_698-164-14,live_multiple,1,1411,56,448,1411.0,56.0,448.0,11.563,1,1,0,0,0,1,1.0,0,1411,1411.0,0.0,0,0,1411.0,56.0,448.0,11.563,11.563,0.0013607499999999,single_turn,1
03abc91b7ececb8d971738f99e393098,multiple_93,multiple,1,1093,62,832,1093.0,62.0,832.0,28.493,1,1,0,0,0,1,1.0,0,1093,1093.0,0.0,0,0,1093.0,62.0,832.0,28.493,28.493,0.00206125,single_turn,1
03ba8300c4b37bb8b05b9a97e66bdf54,live_irrelevance_90-2-78,live_irrelevance,1,2207,143,1536,1103.5,71.5,768.0,31.436,2,1,0,0,0,1,1.0,0,215,215.0,215.0,0,0,2207.0,143.0,1536.0,31.436,15.718,0.00390975,irrelevance,1
03c1d90ca7dedbe5c64cff8507070542,live_irrelevance_779-288-0,live_irrelevance,0,939,236,1664,939.0,236.0,1664.0,32.643,1,1,0,0,0,1,1.0,0,939,939.0,0.0,0,0,939.0,236.0,1664.0,32.643,32.643,0.00403475,irrelevance,1
03c566f802f15bfcc251c92991869f51,live_irrelevance_263-56-6,live_irrelevance,0,1430,42,576,1430.0,42.0,576.0,13.779,1,1,0,0,0,1,1.0,0,1430,1430.0,0.0,0,0,1430.0,42.0,576.0,13.779,13.779,0.0015935,irrelevance,1
03cc340d3046793173339f7164e02e4f,live_irrelevance_518-156-0,live_irrelevance,0,1418,53,704,1418.0,53.0,704.0,15.466,1,1,0,0,0,1,1.0,0,1418,1418.0,0.0,0,0,1418.0,53.0,704.0,15.466,15.466,0.0018685,irrelevance,1
03e5f2a255aa709e79d9ce61a2ca2adc,live_multiple_543-152-5,live_multiple,1,1421,70,832,1421.0,70.0,832.0,18.836,1,1,0,0,0,1,1.0,0,1421,1421.0,0.0,0,0,1421.0,70.0,832.0,18.836,18.836,0.0021592499999999,single_turn,1
03f17a2b283b6b6bfa94193f40f2c6a7,live_simple_187-112-0,live_simple,1,1249,86,704,1249.0,86.0,704.0,14.588,1,1,0,0,0,1,1.0,0,1249,1249.0,0.0,0,0,1249.0,86.0,704.0,14.588,14.588,0.00189225,single_turn,1
03ff7a57fb6fa536433c31c017664e2d,live_irrelevance_339-81-0,live_irrelevance,1,2834,80,1088,1417.0,40.0,544.0,20.935,2,1,0,0,0,1,1.0,0,144,144.0,144.0,0,0,2834.0,80.0,1088.0,20.935,10.4675,0.0030445,irrelevance,1
041d0040b7ec94421c1f13f0027df2f4,multi_turn_miss_func_189,multi_turn_miss_func,1,62641,988,6080,6264.1,98.8,608.0,101.318,10,4,0,0,1,6,1.5,5,1682,560.6666666666666,186.88888888888889,0,1,15660.25,247.0,1520.0,25.329500000000003,10.131800000000002,0.0297962499999999,multi_turn,1
04316b5feb6afffae9e18697cea48a85,simple_javascript_49,simple_javascript,1,998,50,192,998.0,50.0,192.0,4.618,1,1,0,0,0,1,1.0,0,998,998.0,0.0,0,0,998.0,50.0,192.0,4.618,4.618,0.0007335,single_turn,1
0456433bc18581a6ea065766eb87a60a,multi_turn_miss_param_40,multi_turn_miss_param,0,51532,379,6016,4684.727272727273,34.45454545454545,546.9090909090909,94.076,11,5,0,0,1,6,1.2,5,710,177.5,71.0,0,0,10306.4,75.8,1203.2,18.8152,8.552363636363637,0.025673,multi_turn,1
04640f7b7b6bfeef96ac479a9bc79ac0,irrelevance_213,irrelevance,1,933,185,1152,933.0,185.0,1152.0,19.075,1,1,0,0,0,0,0.0,0,933,933.0,0.0,0,0,933.0,185.0,1152.0,19.075,19.075,0.00290725,irrelevance,1
0472c0007a3aa787ae206d58c4668db2,simple_javascript_17,simple_javascript,1,1076,60,448,1076.0,60.0,448.0,6.873,1,1,0,0,0,1,1.0,0,1076,1076.0,0.0,0,0,1076.0,60.0,448.0,6.873,6.873,0.001285,single_turn,1
048f39730c68932da2a7c51c6fbf6349,live_multiple_987-218-0,live_multiple,1,1455,39,576,1455.0,39.0,576.0,12.341,1,1,0,0,0,1,1.0,0,1455,1455.0,0.0,0,0,1455.0,39.0,576.0,12.341,12.341,0.00159375,single_turn,1
04a2e56941dd01f8f314aaa78dd22b07,live_irrelevance_113-7-3,live_irrelevance,1,964,121,1088,964.0,121.0,1088.0,18.228,1,1,0,0,0,0,0.0,0,964,964.0,0.0,0,0,964.0,121.0,1088.0,18.228,18.228,0.002659,irrelevance,1
04bebc8f694c03d145b207af0041e6aa,live_multiple_318-132-8,live_multiple,1,1624,56,320,1624.0,56.0,320.0,8.488,1,1,0,0,0,1,1.0,0,1624,1624.0,0.0,0,0,1624.0,56.0,320.0,8.488,8.488,0.001158,single_turn,1
04d7f0694f79cfc4cae9e110bd674447,live_multiple_220-94-2,live_multiple,1,2055,52,448,2055.0,52.0,448.0,9.088,1,1,0,0,0,1,1.0,0,2055,2055.0,0.0,0,0,2055.0,52.0,448.0,9.088,9.088,0.00151375,single_turn,1
04dec0ab8a6c2d5bdb198f46ec700fc2,multi_turn_miss_param_107,multi_turn_miss_param,1,41620,494,3520,3468.333333333333,41.16666666666666,293.3333333333333,83.59599999999999,12,6,0,0,0,6,1.0,5,846,169.2,76.9090909090909,0,0,6936.666666666667,82.33333333333333,586.6666666666666,13.932666666666664,6.966333333333332,0.0184329999999999,multi_turn,1
05136d89090be58f83882d9a83d73cb0,live_multiple_525-151-1,live_multiple,0,1191,63,576,1191.0,63.0,576.0,13.429,1,1,0,0,0,1,1.0,0,1191,1191.0,0.0,0,0,1191.0,63.0,576.0,13.429,13.429,0.00157575,single_turn,1
053f693c99f39f565b4ee6532bfc7320,simple_python_178,simple_python,1,988,57,384,988.0,57.0,384.0,10.085,1,1,0,0,0,1,1.0,0,988,988.0,0.0,0,0,988.0,57.0,384.0,10.085,10.085,0.001129,single_turn,1
054378fcd0a26ba48b9ef21ff5895e54,live_simple_52-23-1,live_simple,0,1253,101,896,1253.0,101.0,896.0,19.088,1,1,0,0,0,1,1.0,0,1253,1253.0,0.0,0,0,1253.0,101.0,896.0,19.088,19.088,0.00230725,single_turn,1
054ea5a5b252d9bda15b92bfea0a2fd2,multi_turn_long_context_99,multi_turn_long_context,0,67969,868,8576,11328.166666666666,144.66666666666666,1429.3333333333333,172.633,6,2,0,0,2,5,2.5,4,18525,18525.0,3705.0,0,0,33984.5,434.0,4288.0,86.3165,28.772166666666667,0.03588025,multi_turn,1
055ae26e5f2f5bc6144903edef6e4982,live_simple_198-116-6,live_simple,1,963,57,320,963.0,57.0,320.0,8.033,1,1,0,0,0,1,1.0,0,963,963.0,0.0,0,0,963.0,57.0,320.0,8.033,8.033,0.00099475,single_turn,1
0562ba5c877519d9e61d8083a64e1532,live_multiple_947-197-0,live_multiple,0,3308,269,1344,1654.0,134.5,672.0,30.574,2,1,0,0,0,1,1.0,0,314,314.0,314.0,0,0,3308.0,269.0,1344.0,30.574,15.287,0.004053,single_turn,1
0565e679faeb975495d45fd95e9c2af4,multi_turn_miss_param_156,multi_turn_miss_param,0,73451,1539,4992,6120.916666666667,128.25,416.0,125.909,12,6,0,0,0,6,1.0,5,2202,440.4,200.1818181818182,0,0,12241.833333333334,256.5,832.0,20.98483333333333,10.492416666666667,0.03142475,multi_turn,1
056e61fe2e2ffaf6e1254c22124be540,live_multiple_260-124-0,live_multiple,1,1134,41,256,1134.0,41.0,256.0,14.75,1,1,0,0,0,1,1.0,0,1134,1134.0,0.0,0,0,1134.0,41.0,256.0,14.75,14.75,0.0008775,single_turn,1
05746c63b1830b454acc8692a4dca510,simple_python_121,simple_python,1,956,58,576,956.0,58.0,576.0,8.758,1,1,0,0,0,1,1.0,0,956,956.0,0.0,0,0,956.0,58.0,576.0,8.758,8.758,0.001507,single_turn,1
05859966fa65c4bc5bdd886c887de8a3,live_multiple_45-18-0,live_multiple,1,1300,50,576,1300.0,50.0,576.0,11.383,1,1,0,0,0,1,1.0,0,1300,1300.0,0.0,0,0,1300.0,50.0,576.0,11.383,11.383,0.001577,single_turn,1
05883446177488b5f9814ecbdaa88989,live_multiple_434-142-0,live_multiple,1,2411,99,384,2411.0,99.0,384.0,11.6,1,1,0,0,0,1,1.0,0,2411,2411.0,0.0,0,0,2411.0,99.0,384.0,11.6,11.6,0.00156875,single_turn,1
05904e678c6d5447cb97641a186bac4f,multi_turn_miss_param_102,multi_turn_miss_param,1,75344,6604,5504,4709.0,412.75,344.0,182.153,16,6,0,0,0,10,1.6666666666666667,9,1204,240.8,80.26666666666667,0,0,12557.333333333334,1100.6666666666667,917.3333333333334,30.358833333333337,11.3845625,0.0430519999999999,multi_turn,1
059a95d7cd86b03f9db18708f45d6760,live_multiple_530-151-6,live_multiple,1,1174,64,384,1174.0,64.0,384.0,8.943,1,1,0,0,0,1,1.0,0,1174,1174.0,0.0,0,0,1174.0,64.0,384.0,8.943,8.943,0.0011895,single_turn,1
05bcad1b1114d5af0edda2f38cb91712,multi_turn_miss_func_198,multi_turn_miss_func,1,23870,876,5376,5967.5,219.0,1344.0,84.58500000000001,4,2,0,0,0,2,1.0,1,1316,1316.0,438.6666666666667,0,0,11935.0,438.0,2688.0,42.2925,21.14625,0.0184715,multi_turn,1
05cf1f2770785ddae7e0c4513a44d90b,live_multiple_1017-246-0,live_multiple,1,1060,48,320,1060.0,48.0,320.0,7.388,1,1,0,0,0,1,1.0,0,1060,1060.0,0.0,0,0,1060.0,48.0,320.0,7.388,7.388,0.001001,single_turn,1
05d4bda21e14de35323db73e3c649b46,multi_turn_long_context_8,multi_turn_long_context,0,177990,950,13184,11124.375,59.375,824.0,252.349,16,4,0,0,0,12,3.0,11,11008,3669.3333333333335,733.8666666666667,0,0,44497.5,237.5,3296.0,63.08725,15.7718125,0.0727655,multi_turn,1
05e4791cedf74ee281c8a1fbef5c9786,multi_turn_long_context_77,multi_turn_long_context,1,51259,259,4032,8543.166666666666,43.16666666666666,672.0,77.96399999999998,6,3,0,0,0,3,1.0,2,3405,1702.5,681.0,0,0,17086.333333333332,86.33333333333333,1344.0,25.988,12.993999999999998,0.02139675,multi_turn,1
05e73fdc851c49f98e05f6916b1bb4e4,live_multiple_270-127-5,live_multiple,0,2017,58,640,2017.0,58.0,640.0,14.688,1,1,0,0,0,1,1.0,0,2017,2017.0,0.0,0,0,2017.0,58.0,640.0,14.688,14.688,0.0019002499999999,single_turn,1
05e7e9b203b00e213bf20795e4e08829,live_multiple_228-102-0,live_multiple,1,1413,68,448,1413.0,68.0,448.0,10.907,1,1,0,0,0,1,1.0,0,1413,1413.0,0.0,0,0,1413.0,68.0,448.0,10.907,10.907,0.00138525,single_turn,1
05f218a12e5ca20eece4a4a1c80910a3,live_multiple_100-42-4,live_multiple,1,2116,41,384,2116.0,41.0,384.0,11.599,1,1,0,0,0,1,1.0,0,2116,2116.0,0.0,0,0,2116.0,41.0,384.0,11.599,11.599,0.001379,single_turn,1
05f3f650f33022c112ac367565c18e7d,live_multiple_435-142-1,live_multiple,1,2408,85,448,2408.0,85.0,448.0,12.258,1,1,0,0,0,1,1.0,0,2408,2408.0,0.0,0,0,2408.0,85.0,448.0,12.258,12.258,0.001668,single_turn,1
0629706e4fd7bd34f91f9909d4f51a6d,live_multiple_77-35-1,live_multiple,1,1540,76,384,1540.0,76.0,384.0,9.144,1,1,0,0,0,1,1.0,0,1540,1540.0,0.0,0,0,1540.0,76.0,384.0,9.144,9.144,0.001305,single_turn,1
0631b1efdee12c21d532f139f69354a9,live_irrelevance_849-339-0,live_irrelevance,1,3187,657,1984,1593.5,328.5,992.0,52.272,2,1,0,0,0,1,1.0,0,1201,1201.0,1201.0,0,0,3187.0,657.0,1984.0,52.272,26.136,0.00607875,irrelevance,1
063c6ea7b221656ff8cea5d8ad1f9411,live_multiple_1041-268-0,live_multiple,0,2069,132,896,2069.0,132.0,896.0,24.353,1,1,0,0,0,1,1.0,0,2069,2069.0,0.0,0,0,2069.0,132.0,896.0,24.353,24.353,0.00257325,single_turn,1
